Epoch,Unfiltered,Training Loss,Consistency,Epoch Time,Test Loss,Validation Loss
epoch:  146 , unfiltered:  1.11e-02 , train loss:  2.42e-03 , consistency:  9.999904e-01 , epoch_time =  0.635861873626709 , test loss:  5.98e-03 , validation loss:  6.72e-03\
epoch:  147 , unfiltered:  1.11e-02 , train loss:  2.41e-03 , consistency:  1.000000e+00 , epoch_time =  0.6102230548858643 , test loss:  5.71e-03 , validation loss:  6.58e-03\
epoch:  148 , unfiltered:  1.11e-02 , train loss:  2.45e-03 , consistency:  9.999993e-01 , epoch_time =  0.6459577083587646 , test loss:  6.33e-03 , validation loss:  6.95e-03\
epoch:  149 , unfiltered:  1.11e-02 , train loss:  2.41e-03 , consistency:  9.999898e-01 , epoch_time =  0.6085748672485352 , test loss:  5.72e-03 , validation loss:  6.51e-03\
epoch:  150 , unfiltered:  1.11e-02 , train loss:  2.40e-03 , consistency:  9.999992e-01 , epoch_time =  0.6203353404998779 , test loss:  6.13e-03 , validation loss:  6.90e-03\
epoch:  151 , unfiltered:  1.11e-02 , train loss:  2.40e-03 , consistency:  9.999881e-01 , epoch_time =  0.889401912689209 , test loss:  5.91e-03 , validation loss:  6.72e-03\
epoch:  152 , unfiltered:  1.11e-02 , train loss:  2.37e-03 , consistency:  1.000010e+00 , epoch_time =  0.8925385475158691 , test loss:  6.01e-03 , validation loss:  6.73e-03\
epoch:  153 , unfiltered:  1.11e-02 , train loss:  2.38e-03 , consistency:  1.000001e+00 , epoch_time =  0.6260607242584229 , test loss:  6.08e-03 , validation loss:  6.84e-03\
epoch:  154 , unfiltered:  1.11e-02 , train loss:  2.50e-03 , consistency:  9.999905e-01 , epoch_time =  0.6262257099151611 , test loss:  5.76e-03 , validation loss:  6.57e-03\
epoch:  155 , unfiltered:  1.11e-02 , train loss:  2.47e-03 , consistency:  1.000010e+00 , epoch_time =  0.6370410919189453 , test loss:  6.54e-03 , validation loss:  7.09e-03\
epoch:  156 , unfiltered:  1.11e-02 , train loss:  2.54e-03 , consistency:  9.999992e-01 , epoch_time =  0.6262812614440918 , test loss:  6.29e-03 , validation loss:  6.92e-03\
epoch:  157 , unfiltered:  1.11e-02 , train loss:  2.46e-03 , consistency:  9.999875e-01 , epoch_time =  0.6125359535217285 , test loss:  6.13e-03 , validation loss:  6.72e-03\
epoch:  158 , unfiltered:  1.11e-02 , train loss:  2.42e-03 , consistency:  1.000000e+00 , epoch_time =  0.6242735385894775 , test loss:  6.07e-03 , validation loss:  6.72e-03\
epoch:  159 , unfiltered:  1.11e-02 , train loss:  2.43e-03 , consistency:  1.000010e+00 , epoch_time =  0.619866132736206 , test loss:  5.93e-03 , validation loss:  6.62e-03\
epoch:  160 , unfiltered:  1.11e-02 , train loss:  2.38e-03 , consistency:  1.000000e+00 , epoch_time =  0.6089484691619873 , test loss:  6.09e-03 , validation loss:  6.73e-03\
epoch:  161 , unfiltered:  1.11e-02 , train loss:  2.36e-03 , consistency:  1.000038e+00 , epoch_time =  0.713280439376831 , test loss:  6.46e-03 , validation loss:  7.04e-03\
epoch:  162 , unfiltered:  1.11e-02 , train loss:  2.32e-03 , consistency:  9.999898e-01 , epoch_time =  0.9074118137359619 , test loss:  6.33e-03 , validation loss:  6.82e-03\
epoch:  163 , unfiltered:  1.11e-02 , train loss:  2.30e-03 , consistency:  9.999881e-01 , epoch_time =  1.5558183193206787 , test loss:  6.36e-03 , validation loss:  7.01e-03\
epoch:  164 , unfiltered:  1.11e-02 , train loss:  2.40e-03 , consistency:  9.999883e-01 , epoch_time =  0.6452045440673828 , test loss:  6.19e-03 , validation loss:  6.80e-03\
epoch:  165 , unfiltered:  1.11e-02 , train loss:  2.43e-03 , consistency:  9.999905e-01 , epoch_time =  0.6272571086883545 , test loss:  6.67e-03 , validation loss:  7.05e-03\
epoch:  166 , unfiltered:  1.11e-02 , train loss:  2.47e-03 , consistency:  1.000000e+00 , epoch_time =  0.6141343116760254 , test loss:  5.79e-03 , validation loss:  6.40e-03  ***\
epoch:  167 , unfiltered:  1.11e-02 , train loss:  2.42e-03 , consistency:  9.999881e-01 , epoch_time =  0.6144161224365234 , test loss:  5.84e-03 , validation loss:  6.58e-03\
epoch:  168 , unfiltered:  1.11e-02 , train loss:  2.34e-03 , consistency:  9.999904e-01 , epoch_time =  0.6159648895263672 , test loss:  6.01e-03 , validation loss:  6.78e-03\
epoch:  169 , unfiltered:  1.11e-02 , train loss:  2.34e-03 , consistency:  1.000001e+00 , epoch_time =  0.6151001453399658 , test loss:  5.89e-03 , validation loss:  6.56e-03\
epoch:  170 , unfiltered:  1.11e-02 , train loss:  2.31e-03 , consistency:  1.000010e+00 , epoch_time =  0.6049597263336182 , test loss:  5.54e-03 , validation loss:  6.41e-03\
epoch:  171 , unfiltered:  1.11e-02 , train loss:  2.32e-03 , consistency:  1.000003e+00 , epoch_time =  0.8598983287811279 , test loss:  6.05e-03 , validation loss:  6.76e-03\
epoch:  172 , unfiltered:  1.11e-02 , train loss:  2.30e-03 , consistency:  9.999976e-01 , epoch_time =  0.9365184307098389 , test loss:  5.93e-03 , validation loss:  6.53e-03\
epoch:  173 , unfiltered:  1.11e-02 , train loss:  2.34e-03 , consistency:  1.000003e+00 , epoch_time =  0.6464567184448242 , test loss:  7.46e-03 , validation loss:  7.70e-03\
epoch:  174 , unfiltered:  1.11e-02 , train loss:  2.46e-03 , consistency:  9.999970e-01 , epoch_time =  0.6449270248413086 , test loss:  5.84e-03 , validation loss:  6.65e-03\
epoch:  175 , unfiltered:  1.11e-02 , train loss:  2.36e-03 , consistency:  9.999993e-01 , epoch_time =  0.6191902160644531 , test loss:  6.08e-03 , validation loss:  6.71e-03\
epoch:  176 , unfiltered:  1.11e-02 , train loss:  2.31e-03 , consistency:  1.000038e+00 , epoch_time =  0.6351664066314697 , test loss:  6.32e-03 , validation loss:  6.83e-03\
epoch:  177 , unfiltered:  1.11e-02 , train loss:  2.32e-03 , consistency:  1.000000e+00 , epoch_time =  0.6320827007293701 , test loss:  6.48e-03 , validation loss:  7.05e-03\
epoch:  178 , unfiltered:  1.11e-02 , train loss:  2.31e-03 , consistency:  9.999993e-01 , epoch_time =  0.612879753112793 , test loss:  5.48e-03 , validation loss:  6.32e-03  ***\
epoch:  179 , unfiltered:  1.11e-02 , train loss:  2.30e-03 , consistency:  1.000010e+00 , epoch_time =  0.6393098831176758 , test loss:  6.03e-03 , validation loss:  6.74e-03\
epoch:  180 , unfiltered:  1.11e-02 , train loss:  2.34e-03 , consistency:  9.999970e-01 , epoch_time =  0.6222500801086426 , test loss:  6.40e-03 , validation loss:  7.05e-03\
epoch:  181 , unfiltered:  1.11e-02 , train loss:  2.31e-03 , consistency:  9.999974e-01 , epoch_time =  0.825469970703125 , test loss:  5.63e-03 , validation loss:  6.33e-03\
epoch:  182 , unfiltered:  1.11e-02 , train loss:  2.29e-03 , consistency:  1.000010e+00 , epoch_time =  0.9319767951965332 , test loss:  6.39e-03 , validation loss:  6.91e-03\
epoch:  183 , unfiltered:  1.11e-02 , train loss:  2.38e-03 , consistency:  9.999968e-01 , epoch_time =  0.6715741157531738 , test loss:  6.21e-03 , validation loss:  6.88e-03\
epoch:  184 , unfiltered:  1.11e-02 , train loss:  2.30e-03 , consistency:  9.999899e-01 , epoch_time =  0.6141438484191895 , test loss:  6.25e-03 , validation loss:  6.77e-03\
epoch:  185 , unfiltered:  1.11e-02 , train loss:  2.31e-03 , consistency:  9.999970e-01 , epoch_time =  0.6139585971832275 , test loss:  5.72e-03 , validation loss:  6.42e-03\
epoch:  186 , unfiltered:  1.11e-02 , train loss:  2.22e-03 , consistency:  1.000003e+00 , epoch_time =  0.611708402633667 , test loss:  5.79e-03 , validation loss:  6.60e-03\
epoch:  187 , unfiltered:  1.11e-02 , train loss:  2.20e-03 , consistency:  9.999976e-01 , epoch_time =  0.5930399894714355 , test loss:  5.78e-03 , validation loss:  6.46e-03\
epoch:  188 , unfiltered:  1.11e-02 , train loss:  2.18e-03 , consistency:  9.999968e-01 , epoch_time =  0.6079566478729248 , test loss:  5.69e-03 , validation loss:  6.44e-03\
epoch:  189 , unfiltered:  1.11e-02 , train loss:  2.22e-03 , consistency:  9.999883e-01 , epoch_time =  0.6907329559326172 , test loss:  6.18e-03 , validation loss:  6.65e-03\
epoch:  190 , unfiltered:  1.11e-02 , train loss:  2.24e-03 , consistency:  9.999998e-01 , epoch_time =  0.6641213893890381 , test loss:  6.79e-03 , validation loss:  7.25e-03\
epoch:  191 , unfiltered:  1.11e-02 , train loss:  2.36e-03 , consistency:  9.999999e-01 , epoch_time =  0.9583802223205566 , test loss:  5.42e-03 , validation loss:  6.14e-03  ***\
epoch:  192 , unfiltered:  1.11e-02 , train loss:  2.33e-03 , consistency:  9.999875e-01 , epoch_time =  0.8969359397888184 , test loss:  5.87e-03 , validation loss:  6.52e-03\
epoch:  193 , unfiltered:  1.11e-02 , train loss:  2.18e-03 , consistency:  9.999904e-01 , epoch_time =  0.6448783874511719 , test loss:  6.07e-03 , validation loss:  6.63e-03\
epoch:  194 , unfiltered:  1.11e-02 , train loss:  2.17e-03 , consistency:  9.999900e-01 , epoch_time =  0.6005020141601562 , test loss:  5.91e-03 , validation loss:  6.56e-03\
epoch:  195 , unfiltered:  1.11e-02 , train loss:  2.09e-03 , consistency:  9.999998e-01 , epoch_time =  0.6242783069610596 , test loss:  6.20e-03 , validation loss:  6.73e-03\
epoch:  196 , unfiltered:  1.11e-02 , train loss:  2.09e-03 , consistency:  1.000009e+00 , epoch_time =  0.626323938369751 , test loss:  5.34e-03 , validation loss:  6.12e-03  ***\
epoch:  197 , unfiltered:  1.11e-02 , train loss:  2.11e-03 , consistency:  1.000003e+00 , epoch_time =  0.618840217590332 , test loss:  5.50e-03 , validation loss:  6.26e-03\
epoch:  198 , unfiltered:  1.11e-02 , train loss:  2.11e-03 , consistency:  1.000003e+00 , epoch_time =  0.6154756546020508 , test loss:  5.86e-03 , validation loss:  6.53e-03\
epoch:  199 , unfiltered:  1.11e-02 , train loss:  2.05e-03 , consistency:  9.999976e-01 , epoch_time =  0.6625864505767822 , test loss:  5.59e-03 , validation loss:  6.31e-03\
epoch:  200 , unfiltered:  1.11e-02 , train loss:  2.04e-03 , consistency:  1.000003e+00 , epoch_time =  0.6347973346710205 , test loss:  5.67e-03 , validation loss:  6.38e-03\
epoch:  201 , unfiltered:  1.11e-02 , train loss:  2.06e-03 , consistency:  1.000001e+00 , epoch_time =  1.007251262664795 , test loss:  5.28e-03 , validation loss:  6.18e-03\
epoch:  202 , unfiltered:  1.11e-02 , train loss:  2.07e-03 , consistency:  1.000010e+00 , epoch_time =  0.6422865390777588 , test loss:  6.34e-03 , validation loss:  6.83e-03\
epoch:  203 , unfiltered:  1.11e-02 , train loss:  2.04e-03 , consistency:  1.000013e+00 , epoch_time =  0.6443581581115723 , test loss:  6.15e-03 , validation loss:  6.62e-03\
epoch:  204 , unfiltered:  1.11e-02 , train loss:  2.00e-03 , consistency:  1.000000e+00 , epoch_time =  0.6239650249481201 , test loss:  5.93e-03 , validation loss:  6.57e-03\
epoch:  205 , unfiltered:  1.11e-02 , train loss:  1.96e-03 , consistency:  1.000010e+00 , epoch_time =  0.6465191841125488 , test loss:  5.75e-03 , validation loss:  6.47e-03\
epoch:  206 , unfiltered:  1.11e-02 , train loss:  1.99e-03 , consistency:  9.999999e-01 , epoch_time =  0.6414234638214111 , test loss:  5.53e-03 , validation loss:  6.26e-03\
epoch:  207 , unfiltered:  1.11e-02 , train loss:  1.98e-03 , consistency:  9.999883e-01 , epoch_time =  0.6541378498077393 , test loss:  5.60e-03 , validation loss:  6.37e-03\
epoch:  208 , unfiltered:  1.11e-02 , train loss:  1.96e-03 , consistency:  1.000010e+00 , epoch_time =  0.6146013736724854 , test loss:  6.05e-03 , validation loss:  6.63e-03\
epoch:  209 , unfiltered:  1.11e-02 , train loss:  1.99e-03 , consistency:  9.999883e-01 , epoch_time =  0.6303820610046387 , test loss:  5.93e-03 , validation loss:  6.56e-03\
epoch:  210 , unfiltered:  1.11e-02 , train loss:  1.95e-03 , consistency:  9.999904e-01 , epoch_time =  0.7253086566925049 , test loss:  5.31e-03 , validation loss:  6.24e-03\
epoch:  211 , unfiltered:  1.11e-02 , train loss:  1.98e-03 , consistency:  9.999904e-01 , epoch_time =  0.850285530090332 , test loss:  5.51e-03 , validation loss:  6.22e-03\
epoch:  212 , unfiltered:  1.11e-02 , train loss:  2.02e-03 , consistency:  9.999898e-01 , epoch_time =  0.8804397583007812 , test loss:  5.22e-03 , validation loss:  6.11e-03  ***\
epoch:  213 , unfiltered:  1.11e-02 , train loss:  2.01e-03 , consistency:  1.000013e+00 , epoch_time =  0.6320958137512207 , test loss:  5.51e-03 , validation loss:  6.22e-03\
epoch:  214 , unfiltered:  1.11e-02 , train loss:  1.95e-03 , consistency:  9.999904e-01 , epoch_time =  0.6222798824310303 , test loss:  6.09e-03 , validation loss:  6.60e-03\
epoch:  215 , unfiltered:  1.11e-02 , train loss:  1.94e-03 , consistency:  9.999904e-01 , epoch_time =  0.6313755512237549 , test loss:  6.33e-03 , validation loss:  6.76e-03\
epoch:  216 , unfiltered:  1.11e-02 , train loss:  1.94e-03 , consistency:  1.000003e+00 , epoch_time =  0.6049976348876953 , test loss:  5.97e-03 , validation loss:  6.48e-03\
epoch:  217 , unfiltered:  1.11e-02 , train loss:  1.89e-03 , consistency:  1.000012e+00 , epoch_time =  0.6073863506317139 , test loss:  6.27e-03 , validation loss:  6.68e-03\
epoch:  218 , unfiltered:  1.11e-02 , train loss:  1.86e-03 , consistency:  9.999899e-01 , epoch_time =  0.6241166591644287 , test loss:  5.39e-03 , validation loss:  6.13e-03\
epoch:  219 , unfiltered:  1.11e-02 , train loss:  1.90e-03 , consistency:  9.999992e-01 , epoch_time =  0.644829273223877 , test loss:  6.02e-03 , validation loss:  6.70e-03\
epoch:  220 , unfiltered:  1.11e-02 , train loss:  1.89e-03 , consistency:  1.000002e+00 , epoch_time =  0.6312394142150879 , test loss:  5.60e-03 , validation loss:  6.20e-03\
epoch:  221 , unfiltered:  1.11e-02 , train loss:  1.87e-03 , consistency:  9.999905e-01 , epoch_time =  0.8524777889251709 , test loss:  6.23e-03 , validation loss:  6.67e-03\
epoch:  222 , unfiltered:  1.11e-02 , train loss:  1.85e-03 , consistency:  9.999905e-01 , epoch_time =  0.9649052619934082 , test loss:  5.70e-03 , validation loss:  6.30e-03\
epoch:  223 , unfiltered:  1.11e-02 , train loss:  1.79e-03 , consistency:  1.000000e+00 , epoch_time =  0.6660749912261963 , test loss:  5.61e-03 , validation loss:  6.17e-03\
epoch:  224 , unfiltered:  1.11e-02 , train loss:  1.85e-03 , consistency:  1.000037e+00 , epoch_time =  0.6376218795776367 , test loss:  5.11e-03 , validation loss:  6.01e-03  ***\
epoch:  225 , unfiltered:  1.11e-02 , train loss:  1.87e-03 , consistency:  9.999881e-01 , epoch_time =  0.6342346668243408 , test loss:  6.10e-03 , validation loss:  6.54e-03\
epoch:  226 , unfiltered:  1.11e-02 , train loss:  1.77e-03 , consistency:  9.999970e-01 , epoch_time =  0.6441788673400879 , test loss:  6.20e-03 , validation loss:  6.62e-03\
epoch:  227 , unfiltered:  1.11e-02 , train loss:  1.75e-03 , consistency:  1.000001e+00 , epoch_time =  0.6439266204833984 , test loss:  5.69e-03 , validation loss:  6.32e-03\
epoch:  228 , unfiltered:  1.11e-02 , train loss:  1.81e-03 , consistency:  1.000012e+00 , epoch_time =  0.6181399822235107 , test loss:  6.28e-03 , validation loss:  6.76e-03\
epoch:  229 , unfiltered:  1.11e-02 , train loss:  1.77e-03 , consistency:  9.999905e-01 , epoch_time =  0.6159975528717041 , test loss:  5.09e-03 , validation loss:  5.92e-03  ***\
epoch:  230 , unfiltered:  1.11e-02 , train loss:  1.71e-03 , consistency:  1.000010e+00 , epoch_time =  0.8790650367736816 , test loss:  5.52e-03 , validation loss:  6.22e-03\
epoch:  231 , unfiltered:  1.11e-02 , train loss:  1.74e-03 , consistency:  9.999999e-01 , epoch_time =  0.8554623126983643 , test loss:  5.45e-03 , validation loss:  6.09e-03\
epoch:  232 , unfiltered:  1.11e-02 , train loss:  1.67e-03 , consistency:  9.999900e-01 , epoch_time =  0.6303772926330566 , test loss:  5.90e-03 , validation loss:  6.43e-03\
epoch:  233 , unfiltered:  1.11e-02 , train loss:  1.71e-03 , consistency:  1.000003e+00 , epoch_time =  0.631244421005249 , test loss:  6.23e-03 , validation loss:  6.63e-03\
epoch:  234 , unfiltered:  1.11e-02 , train loss:  1.79e-03 , consistency:  9.999898e-01 , epoch_time =  0.641303300857544 , test loss:  5.18e-03 , validation loss:  5.87e-03  ***\
epoch:  235 , unfiltered:  1.11e-02 , train loss:  1.64e-03 , consistency:  9.999993e-01 , epoch_time =  0.6264822483062744 , test loss:  5.36e-03 , validation loss:  6.13e-03\
epoch:  236 , unfiltered:  1.11e-02 , train loss:  1.62e-03 , consistency:  9.999998e-01 , epoch_time =  0.6301634311676025 , test loss:  5.36e-03 , validation loss:  6.06e-03\
epoch:  237 , unfiltered:  1.11e-02 , train loss:  1.60e-03 , consistency:  1.000001e+00 , epoch_time =  0.6341180801391602 , test loss:  6.14e-03 , validation loss:  6.53e-03\
epoch:  238 , unfiltered:  1.11e-02 , train loss:  1.65e-03 , consistency:  1.000012e+00 , epoch_time =  0.6546592712402344 , test loss:  5.93e-03 , validation loss:  6.36e-03\
epoch:  239 , unfiltered:  1.11e-02 , train loss:  1.67e-03 , consistency:  9.999968e-01 , epoch_time =  0.6297335624694824 , test loss:  5.52e-03 , validation loss:  6.10e-03\
epoch:  240 , unfiltered:  1.11e-02 , train loss:  1.60e-03 , consistency:  9.999993e-01 , epoch_time =  0.8799178600311279 , test loss:  5.20e-03 , validation loss:  5.92e-03\
epoch:  241 , unfiltered:  1.11e-02 , train loss:  1.64e-03 , consistency:  1.000000e+00 , epoch_time =  0.9746966361999512 , test loss:  4.92e-03 , validation loss:  5.79e-03  ***\
epoch:  242 , unfiltered:  1.11e-02 , train loss:  1.78e-03 , consistency:  1.000003e+00 , epoch_time =  0.929915189743042 , test loss:  5.78e-03 , validation loss:  6.23e-03\
epoch:  243 , unfiltered:  1.11e-02 , train loss:  1.66e-03 , consistency:  1.000010e+00 , epoch_time =  2.130450963973999 , test loss:  6.08e-03 , validation loss:  6.47e-03\
epoch:  244 , unfiltered:  1.11e-02 , train loss:  1.56e-03 , consistency:  1.000012e+00 , epoch_time =  0.6635589599609375 , test loss:  5.30e-03 , validation loss:  5.91e-03\
epoch:  245 , unfiltered:  1.11e-02 , train loss:  1.49e-03 , consistency:  1.000000e+00 , epoch_time =  0.6521084308624268 , test loss:  5.29e-03 , validation loss:  5.94e-03\
epoch:  246 , unfiltered:  1.11e-02 , train loss:  1.56e-03 , consistency:  9.999999e-01 , epoch_time =  0.6303677558898926 , test loss:  5.46e-03 , validation loss:  5.98e-03\
epoch:  247 , unfiltered:  1.11e-02 , train loss:  1.50e-03 , consistency:  9.999992e-01 , epoch_time =  0.6365835666656494 , test loss:  6.03e-03 , validation loss:  6.34e-03\
epoch:  248 , unfiltered:  1.11e-02 , train loss:  1.56e-03 , consistency:  1.000012e+00 , epoch_time =  0.9257252216339111 , test loss:  5.58e-03 , validation loss:  6.11e-03\
epoch:  249 , unfiltered:  1.11e-02 , train loss:  1.47e-03 , consistency:  1.000010e+00 , epoch_time =  0.9356906414031982 , test loss:  5.14e-03 , validation loss:  5.88e-03\
epoch:  250 , unfiltered:  1.11e-02 , train loss:  1.47e-03 , consistency:  1.000002e+00 , epoch_time =  0.6587831974029541 , test loss:  5.07e-03 , validation loss:  5.77e-03  ***\
epoch:  251 , unfiltered:  1.11e-02 , train loss:  1.48e-03 , consistency:  9.999875e-01 , epoch_time =  0.6630141735076904 , test loss:  5.93e-03 , validation loss:  6.32e-03\
epoch:  252 , unfiltered:  1.11e-02 , train loss:  1.45e-03 , consistency:  9.999993e-01 , epoch_time =  0.6347863674163818 , test loss:  6.25e-03 , validation loss:  6.53e-03\
epoch:  253 , unfiltered:  1.11e-02 , train loss:  1.52e-03 , consistency:  1.000012e+00 , epoch_time =  0.6193201541900635 , test loss:  4.88e-03 , validation loss:  5.59e-03  ***\
epoch:  254 , unfiltered:  1.11e-02 , train loss:  1.44e-03 , consistency:  1.000003e+00 , epoch_time =  0.6354529857635498 , test loss:  5.79e-03 , validation loss:  6.13e-03\
epoch:  255 , unfiltered:  1.11e-02 , train loss:  1.39e-03 , consistency:  1.000000e+00 , epoch_time =  0.6576530933380127 , test loss:  5.90e-03 , validation loss:  6.17e-03\
epoch:  256 , unfiltered:  1.11e-02 , train loss:  1.39e-03 , consistency:  9.999898e-01 , epoch_time =  0.6363131999969482 , test loss:  5.21e-03 , validation loss:  5.72e-03\
epoch:  257 , unfiltered:  1.11e-02 , train loss:  1.34e-03 , consistency:  1.000003e+00 , epoch_time =  0.627800464630127 , test loss:  5.55e-03 , validation loss:  6.07e-03\
epoch:  258 , unfiltered:  1.11e-02 , train loss:  1.31e-03 , consistency:  1.000003e+00 , epoch_time =  0.850532054901123 , test loss:  5.42e-03 , validation loss:  6.05e-03\
epoch:  259 , unfiltered:  1.11e-02 , train loss:  1.34e-03 , consistency:  1.000037e+00 , epoch_time =  0.9760816097259521 , test loss:  5.22e-03 , validation loss:  5.78e-03\
epoch:  260 , unfiltered:  1.11e-02 , train loss:  1.35e-03 , consistency:  1.000003e+00 , epoch_time =  0.6999948024749756 , test loss:  5.24e-03 , validation loss:  5.77e-03\
epoch:  261 , unfiltered:  1.11e-02 , train loss:  1.29e-03 , consistency:  1.000013e+00 , epoch_time =  0.6246232986450195 , test loss:  5.45e-03 , validation loss:  6.02e-03\
epoch:  262 , unfiltered:  1.11e-02 , train loss:  1.25e-03 , consistency:  1.000038e+00 , epoch_time =  0.6153383255004883 , test loss:  5.22e-03 , validation loss:  5.78e-03\
epoch:  263 , unfiltered:  1.11e-02 , train loss:  1.26e-03 , consistency:  1.000010e+00 , epoch_time =  0.6181120872497559 , test loss:  5.70e-03 , validation loss:  6.11e-03\
epoch:  264 , unfiltered:  1.11e-02 , train loss:  1.27e-03 , consistency:  9.999875e-01 , epoch_time =  0.60746169090271 , test loss:  5.14e-03 , validation loss:  5.66e-03\
epoch:  265 , unfiltered:  1.11e-02 , train loss:  1.22e-03 , consistency:  9.999970e-01 , epoch_time =  0.620154619216919 , test loss:  6.05e-03 , validation loss:  6.23e-03\
epoch:  266 , unfiltered:  1.11e-02 , train loss:  1.21e-03 , consistency:  9.999976e-01 , epoch_time =  0.6325745582580566 , test loss:  5.18e-03 , validation loss:  5.78e-03\
epoch:  267 , unfiltered:  1.11e-02 , train loss:  1.31e-03 , consistency:  1.000000e+00 , epoch_time =  0.6446053981781006 , test loss:  5.27e-03 , validation loss:  5.81e-03\
epoch:  268 , unfiltered:  1.11e-02 , train loss:  1.20e-03 , consistency:  9.999970e-01 , epoch_time =  0.8962268829345703 , test loss:  6.05e-03 , validation loss:  6.20e-03\
epoch:  269 , unfiltered:  1.11e-02 , train loss:  1.16e-03 , consistency:  9.999998e-01 , epoch_time =  0.9842250347137451 , test loss:  5.35e-03 , validation loss:  5.74e-03\
epoch:  270 , unfiltered:  1.11e-02 , train loss:  1.19e-03 , consistency:  1.000010e+00 , epoch_time =  0.6524460315704346 , test loss:  5.34e-03 , validation loss:  5.81e-03\
epoch:  271 , unfiltered:  1.11e-02 , train loss:  1.24e-03 , consistency:  9.999998e-01 , epoch_time =  0.6356801986694336 , test loss:  5.18e-03 , validation loss:  5.66e-03\
epoch:  272 , unfiltered:  1.11e-02 , train loss:  1.40e-03 , consistency:  1.000003e+00 , epoch_time =  0.634845495223999 , test loss:  5.56e-03 , validation loss:  5.96e-03\
epoch:  273 , unfiltered:  1.11e-02 , train loss:  1.25e-03 , consistency:  9.999906e-01 , epoch_time =  0.624671220779419 , test loss:  5.25e-03 , validation loss:  5.58e-03  ***\
epoch:  274 , unfiltered:  1.11e-02 , train loss:  1.29e-03 , consistency:  1.000001e+00 , epoch_time =  0.6339259147644043 , test loss:  5.43e-03 , validation loss:  5.82e-03\
epoch:  275 , unfiltered:  1.11e-02 , train loss:  1.17e-03 , consistency:  9.999875e-01 , epoch_time =  0.6315150260925293 , test loss:  5.81e-03 , validation loss:  6.09e-03\
epoch:  276 , unfiltered:  1.11e-02 , train loss:  1.18e-03 , consistency:  9.999618e-01 , epoch_time =  0.6401844024658203 , test loss:  5.63e-03 , validation loss:  5.87e-03\
epoch:  277 , unfiltered:  1.11e-02 , train loss:  1.10e-03 , consistency:  1.000009e+00 , epoch_time =  0.634270429611206 , test loss:  5.35e-03 , validation loss:  5.71e-03\
epoch:  278 , unfiltered:  1.11e-02 , train loss:  1.08e-03 , consistency:  1.000010e+00 , epoch_time =  0.9199793338775635 , test loss:  5.45e-03 , validation loss:  5.80e-03\
epoch:  279 , unfiltered:  1.11e-02 , train loss:  1.10e-03 , consistency:  9.999970e-01 , epoch_time =  0.9427299499511719 , test loss:  5.54e-03 , validation loss:  5.93e-03\
epoch:  280 , unfiltered:  1.11e-02 , train loss:  1.07e-03 , consistency:  1.000000e+00 , epoch_time =  0.6511712074279785 , test loss:  4.95e-03 , validation loss:  5.63e-03\
epoch:  281 , unfiltered:  1.11e-02 , train loss:  1.19e-03 , consistency:  9.999998e-01 , epoch_time =  0.6117064952850342 , test loss:  6.03e-03 , validation loss:  6.11e-03\
epoch:  282 , unfiltered:  1.11e-02 , train loss:  1.13e-03 , consistency:  1.000009e+00 , epoch_time =  0.6248030662536621 , test loss:  5.84e-03 , validation loss:  5.95e-03\
epoch:  283 , unfiltered:  1.11e-02 , train loss:  1.10e-03 , consistency:  9.999998e-01 , epoch_time =  0.6365435123443604 , test loss:  5.96e-03 , validation loss:  6.22e-03\
epoch:  284 , unfiltered:  1.11e-02 , train loss:  1.04e-03 , consistency:  1.000003e+00 , epoch_time =  0.6517283916473389 , test loss:  5.48e-03 , validation loss:  5.73e-03\
epoch:  285 , unfiltered:  1.11e-02 , train loss:  1.01e-03 , consistency:  1.000012e+00 , epoch_time =  0.635155439376831 , test loss:  5.13e-03 , validation loss:  5.66e-03\
epoch:  286 , unfiltered:  1.11e-02 , train loss:  1.02e-03 , consistency:  9.999970e-01 , epoch_time =  0.6526370048522949 , test loss:  5.28e-03 , validation loss:  5.76e-03\
epoch:  287 , unfiltered:  1.11e-02 , train loss:  9.73e-04 , consistency:  9.999993e-01 , epoch_time =  0.6288254261016846 , test loss:  5.30e-03 , validation loss:  5.75e-03\
epoch:  288 , unfiltered:  1.11e-02 , train loss:  9.68e-04 , consistency:  9.999968e-01 , epoch_time =  0.6295390129089355 , test loss:  6.30e-03 , validation loss:  6.38e-03\
epoch:  289 , unfiltered:  1.11e-02 , train loss:  1.01e-03 , consistency:  1.000002e+00 , epoch_time =  0.9296817779541016 , test loss:  5.60e-03 , validation loss:  5.79e-03\
epoch:  290 , unfiltered:  1.11e-02 , train loss:  9.90e-04 , consistency:  9.999875e-01 , epoch_time =  0.964611291885376 , test loss:  5.74e-03 , validation loss:  5.96e-03\
epoch:  291 , unfiltered:  1.11e-02 , train loss:  1.17e-03 , consistency:  1.000000e+00 , epoch_time =  0.6450936794281006 , test loss:  4.88e-03 , validation loss:  5.52e-03  ***\
epoch:  292 , unfiltered:  1.11e-02 , train loss:  1.12e-03 , consistency:  1.000001e+00 , epoch_time =  0.629288911819458 , test loss:  5.76e-03 , validation loss:  5.84e-03\
epoch:  293 , unfiltered:  1.11e-02 , train loss:  1.08e-03 , consistency:  9.999623e-01 , epoch_time =  0.6317524909973145 , test loss:  5.21e-03 , validation loss:  5.68e-03\
